,file_info,pred_onehot,pred_logits,gt,det_acc,det_pred
28,rgb/freight_car/01252_405_147_473_259_4_4.jpg,1,"[0.009635290130972862, 0.9903647303581238]",1,True,1
29,rgb/freight_car/00925_355_364_402_429_1_4.jpg,1,"[0.022276245057582855, 0.9777237772941589]",1,False,0
30,rgb/freight_car/01340_266_134_498_384_1_4.jpg,1,"[0.4957767426967621, 0.5042232275009155]",1,False,0
31,rgb/freight_car/00840_524_205_617_292_-1_4.jpg,0,"[0.9708282947540283, 0.029171688482165337]",1,False,-1
32,rgb/freight_car/01080_284_153_371_204_-1_4.jpg,1,"[0.0044547743164002895, 0.9955451488494873]",1,False,-1
33,rgb/freight_car/00241_163_433_225_512_4_4.jpg,1,"[0.08489581942558289, 0.9151041507720947]",1,True,1
34,rgb/freight_car/00394_562_430_640_512_4_4.jpg,1,"[0.012878905981779099, 0.987121045589447]",1,True,1
35,rgb/freight_car/00987_569_30_640_81_-1_4.jpg,1,"[0.306685209274292, 0.693314790725708]",1,False,-1
36,rgb/freight_car/00465_145_337_198_467_4_4.jpg,1,"[0.013553437776863575, 0.9864464998245239]",1,True,1
37,rgb/freight_car/01449_90_14_289_258_4_4.jpg,1,"[0.009919451549649239, 0.9900805354118347]",1,True,1
38,rgb/freight_car/00919_491_384_632_443_1_4.jpg,0,"[0.9504074454307556, 0.049592524766922]",1,False,0
39,rgb/freight_car/01234_345_368_427_420_4_4.jpg,0,"[0.7471138834953308, 0.2528861463069916]",1,True,1
40,rgb/freight_car/01357_347_242_640_459_1_4.jpg,0,"[0.953316330909729, 0.046683624386787415]",1,False,0
41,rgb/freight_car/00294_105_65_542_138_1_4.jpg,1,"[0.4304840862751007, 0.5695158839225769]",1,False,0
42,rgb/freight_car/00877_400_161_467_191_4_4.jpg,1,"[0.35032302141189575, 0.6496769785881042]",1,True,1
43,rgb/freight_car/00301_509_431_588_503_-1_4.jpg,0,"[0.9744711518287659, 0.02552882954478264]",1,False,-1
44,rgb/freight_car/00802_0_370_53_488_1_4.jpg,1,"[0.14341817796230316, 0.8565818667411804]",1,False,0
45,rgb/freight_car/01387_340_309_470_385_3_4.jpg,1,"[0.09624925255775452, 0.9037507176399231]",1,False,-1
46,rgb/freight_car/01222_209_72_342_215_1_4.jpg,0,"[0.5851969718933105, 0.4148029685020447]",1,False,0
47,rgb/freight_car/00240_513_0_574_108_4_4.jpg,1,"[0.0585787333548069, 0.9414213299751282]",1,True,1
48,rgb/freight_car/01145_39_0_91_145_4_4.jpg,1,"[0.08897636085748672, 0.9110236167907715]",1,True,1
49,rgb/freight_car/00846_95_0_162_100_-1_4.jpg,1,"[0.4166058897972107, 0.5833941102027893]",1,False,-1
50,rgb/freight_car/00243_355_275_458_339_1_4.jpg,1,"[0.04101083055138588, 0.958989143371582]",1,False,0
51,rgb/freight_car/01421_553_19_606_125_4_4.jpg,1,"[0.2777557373046875, 0.7222442626953125]",1,True,1
52,rgb/freight_car/00296_0_53_365_127_1_4.jpg,1,"[0.26769566535949707, 0.7323042750358582]",1,False,0
53,rgb/freight_car/01305_306_320_484_423_4_4.jpg,1,"[0.012156695127487183, 0.9878432750701904]",1,True,1
54,rgb/freight_car/00822_0_24_64_164_1_4.jpg,0,"[0.7704209089279175, 0.2295791208744049]",1,False,0
55,rgb/freight_car/00285_0_116_474_192_1_4.jpg,1,"[0.4917524456977844, 0.5082474946975708]",1,False,0
56,rgb/freight_car/01298_326_289_359_364_4_4.jpg,1,"[0.3272187411785126, 0.672781229019165]",1,True,1
57,rgb/freight_car/00919_65_131_137_271_1_4.jpg,0,"[0.9347856044769287, 0.06521440297365189]",1,False,0
58,rgb/freight_car/00810_0_262_227_512_4_4.jpg,0,"[0.6901327967643738, 0.3098672330379486]",1,True,1
59,rgb/freight_car/00056_428_318_493_512_4_4.jpg,1,"[0.13167564570903778, 0.868324339389801]",1,True,1
60,rgb/freight_car/01449_195_18_350_200_4_4.jpg,1,"[0.08348202705383301, 0.9165180325508118]",1,True,1
61,rgb/freight_car/00877_199_369_231_437_1_4.jpg,1,"[0.01267323549836874, 0.9873268008232117]",1,False,0
62,rgb/freight_car/00242_518_421_599_512_4_4.jpg,0,"[0.6488945484161377, 0.3511054217815399]",1,True,1
63,rgb/freight_car/00240_281_473_392_512_1_4.jpg,1,"[0.02796139009296894, 0.9720386266708374]",1,False,0
64,rgb/freight_car/01165_140_53_169_112_4_4.jpg,1,"[0.4995303153991699, 0.5004696846008301]",1,True,1
65,rgb/freight_car/01057_0_293_140_396_4_4.jpg,1,"[0.3383863568305969, 0.6616137027740479]",1,True,1
66,rgb/freight_car/01027_114_8_199_57_4_4.jpg,1,"[0.4320593774318695, 0.5679406523704529]",1,True,1
67,rgb/freight_car/00822_393_283_529_344_4_4.jpg,0,"[0.771243691444397, 0.22875624895095825]",1,True,1
68,rgb/freight_car/00240_515_300_595_424_4_4.jpg,1,"[0.030852532014250755, 0.9691474437713623]",1,True,1
69,rgb/freight_car/01467_224_362_289_479_4_4.jpg,1,"[0.04541400074958801, 0.9545860290527344]",1,True,1
70,rgb/freight_car/01421_347_39_386_125_4_4.jpg,0,"[0.810748279094696, 0.18925176560878754]",1,True,1
71,rgb/freight_car/00985_240_125_290_233_4_4.jpg,1,"[0.1035095751285553, 0.8964904546737671]",1,True,1
72,rgb/freight_car/01222_246_56_378_212_4_4.jpg,0,"[0.9839359521865845, 0.016064036637544632]",1,True,1
73,rgb/freight_car/01222_300_0_409_132_-1_4.jpg,0,"[0.986750066280365, 0.013249957002699375]",1,False,-1
74,rgb/freight_car/00242_90_38_178_154_4_4.jpg,1,"[0.003775128163397312, 0.9962248802185059]",1,True,1
75,rgb/freight_car/01421_614_18_640_110_4_4.jpg,0,"[0.7841980457305908, 0.21580195426940918]",1,True,1
76,rgb/freight_car/00833_501_414_601_511_4_4.jpg,0,"[0.9136576652526855, 0.08634237945079803]",1,True,1
77,rgb/freight_car/00919_65_131_137_271_4_4.jpg,0,"[0.9347856044769287, 0.06521440297365189]",1,True,1
78,rgb/freight_car/00243_303_164_369_258_4_4.jpg,0,"[0.5503617525100708, 0.4496382772922516]",1,True,1
79,rgb/freight_car/00842_263_302_419_512_-1_4.jpg,0,"[0.9932557344436646, 0.006744209676980972]",1,False,-1
80,rgb/freight_car/00242_223_226_322_306_4_4.jpg,1,"[0.008331767283380032, 0.9916682243347168]",1,True,1
81,rgb/freight_car/01315_179_297_541_512_4_4.jpg,1,"[0.18006062507629395, 0.819939374923706]",1,True,1
82,rgb/freight_car/00193_360_289_430_393_4_4.jpg,1,"[0.4492625892162323, 0.5507374405860901]",1,True,1
83,rgb/freight_car/00240_272_434_363_487_0_4.jpg,0,"[0.7730990052223206, 0.22690097987651825]",1,False,-1
84,rgb/freight_car/00985_247_0_300_146_1_4.jpg,0,"[0.7102693915367126, 0.28973063826560974]",1,False,0
85,rgb/freight_car/01305_70_313_250_414_4_4.jpg,1,"[0.01610681042075157, 0.9838931560516357]",1,True,1
86,rgb/freight_car/00344_496_265_640_328_4_4.jpg,0,"[0.9662560820579529, 0.033743973821401596]",1,True,1
87,rgb/freight_car/00243_296_0_372_101_4_4.jpg,1,"[0.3007887601852417, 0.6992112398147583]",1,True,1
88,rgb/freight_car/00846_21_346_120_512_1_4.jpg,0,"[0.9863389730453491, 0.01366099901497364]",1,False,0
89,rgb/freight_car/00093_288_458_339_512_-1_4.jpg,1,"[0.022958356887102127, 0.9770416617393494]",1,False,-1
90,rgb/freight_car/01421_582_18_632_108_4_4.jpg,0,"[0.891845166683197, 0.10815481841564178]",1,True,1
91,rgb/freight_car/00825_129_167_197_325_4_4.jpg,1,"[0.08201749622821808, 0.9179825186729431]",1,True,1
92,rgb/freight_car/00822_497_252_632_311_4_4.jpg,0,"[0.990023672580719, 0.0099763423204422]",1,True,1
93,rgb/freight_car/00846_15_261_82_438_-1_4.jpg,0,"[0.9635615944862366, 0.036438409239053726]",1,False,-1
94,rgb/freight_car/00242_161_92_247_185_4_4.jpg,1,"[0.009747530333697796, 0.9902524948120117]",1,True,1
95,rgb/freight_car/00024_418_210_472_335_4_4.jpg,1,"[0.018760403618216515, 0.9812395572662354]",1,True,1
96,rgb/freight_car/00978_251_88_382_494_4_4.jpg,0,"[0.5637394189834595, 0.4362605810165405]",1,True,1
97,rgb/freight_car/00200_583_25_633_153_4_4.jpg,1,"[0.0193087849766016, 0.9806911945343018]",1,True,1
98,rgb/freight_car/01196_138_352_201_512_4_4.jpg,1,"[0.4241199493408203, 0.5758800506591797]",1,True,1
99,rgb/freight_car/00242_212_131_301_221_4_4.jpg,1,"[0.01382360141724348, 0.9861764311790466]",1,True,1
100,rgb/freight_car/01411_104_341_145_449_4_4.jpg,1,"[0.10941477119922638, 0.89058518409729]",1,True,1
101,rgb/freight_car/01242_465_354_565_402_4_4.jpg,1,"[0.004441357683390379, 0.9955586194992065]",1,True,1
102,rgb/freight_car/00322_290_268_591_336_4_4.jpg,1,"[0.018085895106196404, 0.9819141030311584]",1,True,1
103,rgb/freight_car/00056_473_296_539_512_1_4.jpg,1,"[0.440895676612854, 0.559104323387146]",1,False,0
104,rgb/freight_car/00242_321_97_418_178_4_4.jpg,1,"[0.13756699860095978, 0.8624330163002014]",1,True,1
105,rgb/freight_car/01269_305_165_362_462_4_4.jpg,1,"[0.3569648265838623, 0.6430351734161377]",1,True,1
106,rgb/freight_car/00981_318_112_381_180_4_4.jpg,1,"[0.016749579459428787, 0.9832504391670227]",1,True,1
107,rgb/freight_car/00514_304_186_390_342_4_4.jpg,0,"[0.7725385427474976, 0.22746151685714722]",1,True,1
108,rgb/freight_car/00925_458_422_502_488_4_4.jpg,1,"[0.1313878893852234, 0.8686120510101318]",1,True,1
109,rgb/freight_car/00094_80_299_170_423_-1_4.jpg,1,"[0.03270033374428749, 0.9672996401786804]",1,False,-1
110,rgb/freight_car/01315_272_153_603_382_4_4.jpg,0,"[0.5123519897460938, 0.48764798045158386]",1,True,1
111,rgb/freight_car/01411_71_264_111_366_4_4.jpg,1,"[0.02391877956688404, 0.9760812520980835]",1,True,1
112,rgb/freight_car/01421_529_23_586_159_-1_4.jpg,1,"[0.030532609671354294, 0.9694673418998718]",1,False,-1
113,rgb/freight_car/01089_310_393_425_512_4_4.jpg,1,"[0.1797846406698227, 0.8202153444290161]",1,True,1
114,rgb/freight_car/00822_420_76_485_221_1_4.jpg,0,"[0.934573233127594, 0.0654267817735672]",1,False,0
115,rgb/freight_car/00242_466_0_566_85_4_4.jpg,1,"[0.031925637274980545, 0.9680743217468262]",1,True,1
116,rgb/freight_car/00919_290_154_350_290_4_4.jpg,0,"[0.9433591365814209, 0.05664091184735298]",1,True,1
117,rgb/freight_car/00055_388_353_458_512_4_4.jpg,1,"[0.3116578757762909, 0.6883421540260315]",1,True,1
118,rgb/freight_car/00094_86_306_169_422_1_4.jpg,0,"[0.8426370024681091, 0.15736305713653564]",1,False,0
119,rgb/freight_car/01092_314_180_535_332_4_4.jpg,1,"[0.1747666746377945, 0.8252332806587219]",1,True,1
120,rgb/freight_car/00243_355_275_458_339_4_4.jpg,1,"[0.04101083055138588, 0.958989143371582]",1,True,1
121,rgb/freight_car/01166_119_262_204_326_-1_4.jpg,0,"[0.9461512565612793, 0.05384872108697891]",1,False,-1
122,rgb/freight_car/00820_18_0_111_59_0_4.jpg,0,"[0.9514366984367371, 0.04856330156326294]",1,False,-1
123,rgb/freight_car/01145_41_65_95_257_1_4.jpg,1,"[0.17471882700920105, 0.8252811431884766]",1,False,0
124,rgb/freight_car/01421_291_31_336_173_-1_4.jpg,1,"[0.3724430203437805, 0.6275569796562195]",1,False,-1
125,rgb/freight_car/01222_156_396_407_512_1_4.jpg,0,"[0.9161266684532166, 0.08387339860200882]",1,False,0
126,rgb/freight_car/00820_55_35_123_105_3_4.jpg,1,"[0.4659843444824219, 0.5340156555175781]",1,False,-1
127,rgb/freight_car/00112_426_161_508_199_0_4.jpg,0,"[0.9015101790428162, 0.09848988056182861]",1,False,-1
128,rgb/freight_car/01385_295_187_319_240_4_4.jpg,1,"[0.006971023976802826, 0.9930289387702942]",1,True,1
129,rgb/freight_car/01385_269_226_294_279_4_4.jpg,1,"[0.1713545322418213, 0.8286454081535339]",1,True,1
130,rgb/freight_car/00825_491_282_624_319_-1_4.jpg,1,"[0.32843446731567383, 0.6715655326843262]",1,False,-1
131,rgb/freight_car/01261_19_57_74_285_-1_4.jpg,0,"[0.5324029922485352, 0.46759694814682007]",1,False,-1
132,rgb/freight_car/01222_311_212_536_325_4_4.jpg,0,"[0.9083450436592102, 0.09165498614311218]",1,True,1
133,rgb/freight_car/00358_455_375_500_496_1_4.jpg,1,"[0.16435512900352478, 0.8356449007987976]",1,False,0
134,rgb/freight_car/00925_366_315_410_374_4_4.jpg,1,"[0.02878596819937229, 0.9712140560150146]",1,True,1
135,rgb/freight_car/01102_339_67_413_109_4_4.jpg,1,"[0.06859620660543442, 0.9314037561416626]",1,True,1
136,rgb/freight_car/01270_204_388_245_467_4_4.jpg,1,"[0.007694948464632034, 0.9923050999641418]",1,True,1
137,rgb/freight_car/01110_129_303_155_359_0_4.jpg,1,"[0.01112906914204359, 0.9888709187507629]",1,False,-1
138,rgb/freight_car/01222_196_347_446_482_4_4.jpg,0,"[0.5937529802322388, 0.40624701976776123]",1,True,1
139,rgb/freight_car/01003_451_158_502_302_4_4.jpg,1,"[0.0073317475616931915, 0.9926683306694031]",1,True,1
140,rgb/freight_car/00241_522_320_639_391_4_4.jpg,1,"[0.007202170789241791, 0.9927979111671448]",1,True,1
141,rgb/freight_car/00171_104_380_185_416_-1_4.jpg,1,"[0.22627641260623932, 0.7737235426902771]",1,False,-1
142,rgb/freight_car/00893_0_27_105_98_4_4.jpg,1,"[0.008791041560471058, 0.9912089109420776]",1,True,1
143,rgb/freight_car/01261_114_56_174_279_-1_4.jpg,1,"[0.10586262494325638, 0.8941373825073242]",1,False,-1
144,rgb/freight_car/00352_504_359_623_408_1_4.jpg,1,"[0.33517271280288696, 0.664827287197113]",1,False,0
145,rgb/freight_car/00348_99_378_277_442_4_4.jpg,0,"[0.7332171201705933, 0.2667829394340515]",1,True,1
146,rgb/freight_car/00242_456_93_553_207_4_4.jpg,1,"[0.07951734215021133, 0.9204826951026917]",1,True,1
147,rgb/freight_car/01385_295_119_320_169_4_4.jpg,1,"[0.06286133080720901, 0.9371386170387268]",1,True,1
148,rgb/freight_car/00923_419_396_473_512_4_4.jpg,0,"[0.9752914905548096, 0.024708477780222893]",1,True,1
149,rgb/freight_car/01090_339_100_398_184_4_4.jpg,1,"[0.25799092650413513, 0.7420091032981873]",1,True,1
150,rgb/freight_car/00877_256_379_284_446_4_4.jpg,1,"[0.017557667568325996, 0.9824422597885132]",1,True,1
151,rgb/freight_car/00987_384_361_491_419_0_4.jpg,1,"[0.031041765585541725, 0.9689582586288452]",1,False,-1
152,rgb/freight_car/00009_414_114_463_210_4_4.jpg,1,"[0.03450677916407585, 0.9654932618141174]",1,True,1
153,rgb/freight_car/00814_498_239_614_465_4_4.jpg,1,"[0.15260213613510132, 0.8473978042602539]",1,True,1
154,rgb/freight_car/01421_443_17_504_171_4_4.jpg,0,"[0.9561910033226013, 0.04380904883146286]",1,True,1
155,rgb/freight_car/01222_365_26_490_169_1_4.jpg,1,"[0.14984118938446045, 0.8501588106155396]",1,False,0
156,rgb/freight_car/00024_561_299_626_426_4_4.jpg,1,"[0.018494440242648125, 0.9815055727958679]",1,True,1
157,rgb/freight_car/00968_235_286_333_512_4_4.jpg,1,"[0.02311026304960251, 0.9768897294998169]",1,True,1
158,rgb/freight_car/00294_511_76_640_141_4_4.jpg,0,"[0.9812005162239075, 0.018799500539898872]",1,True,1
159,rgb/freight_car/01183_146_64_198_181_4_4.jpg,0,"[0.5799087285995483, 0.42009133100509644]",1,True,1
160,rgb/freight_car/00243_459_329_563_389_1_4.jpg,1,"[0.2770872414112091, 0.7229127287864685]",1,False,0
161,rgb/freight_car/01335_256_0_296_123_4_4.jpg,1,"[0.2955620586872101, 0.7044379115104675]",1,True,1
162,rgb/freight_car/00825_207_328_276_512_4_4.jpg,1,"[0.053467728197574615, 0.9465322494506836]",1,True,1
163,rgb/freight_car/00825_238_173_290_330_4_4.jpg,0,"[0.7638232707977295, 0.23617671430110931]",1,True,1
164,rgb/freight_car/00919_45_0_216_82_1_4.jpg,1,"[0.06828427314758301, 0.9317157864570618]",1,False,0
165,rgb/freight_car/01385_334_225_361_280_4_4.jpg,1,"[0.006284572649747133, 0.9937154650688171]",1,True,1
166,rgb/freight_car/00877_263_333_290_394_4_4.jpg,1,"[0.007296734489500523, 0.9927033185958862]",1,True,1
167,rgb/freight_car/00877_231_380_259_444_1_4.jpg,1,"[0.008701203390955925, 0.9912987351417542]",1,False,0
168,rgb/freight_car/00059_536_352_580_450_0_4.jpg,1,"[0.11854791641235352, 0.8814521431922913]",1,False,-1
169,rgb/freight_car/00240_252_350_320_467_4_4.jpg,1,"[0.010775750502943993, 0.9892242550849915]",1,True,1
170,rgb/freight_car/00232_0_187_84_289_4_4.jpg,1,"[0.141727015376091, 0.8582729697227478]",1,True,1
171,rgb/freight_car/00806_286_36_318_92_4_4.jpg,1,"[0.011773199774324894, 0.9882268309593201]",1,True,1
172,rgb/freight_car/00877_450_184_518_215_4_4.jpg,0,"[0.9840484857559204, 0.01595148630440235]",1,True,1
173,rgb/freight_car/00822_116_44_188_187_1_4.jpg,0,"[0.9587530493736267, 0.04124697670340538]",1,False,0
174,rgb/freight_car/01411_70_213_108_297_4_4.jpg,1,"[0.01428322121500969, 0.985716700553894]",1,True,1
175,rgb/freight_car/01200_137_335_405_420_-1_4.jpg,0,"[0.8748411536216736, 0.12515880167484283]",1,False,-1
176,rgb/freight_car/00240_354_132_402_245_4_4.jpg,0,"[0.9267409443855286, 0.07325903326272964]",1,True,1
177,rgb/freight_car/01385_255_145_280_200_-1_4.jpg,1,"[0.01768277958035469, 0.9823172092437744]",1,False,-1
178,rgb/freight_car/01038_222_200_315_248_4_4.jpg,1,"[0.014589707367122173, 0.9854103326797485]",1,True,1
179,rgb/freight_car/00241_410_289_529_359_4_4.jpg,1,"[0.039765991270542145, 0.9602339863777161]",1,True,1
180,rgb/freight_car/01071_449_0_640_150_4_4.jpg,0,"[0.8834229707717896, 0.11657705157995224]",1,True,1
181,rgb/freight_car/00084_450_132_489_217_4_4.jpg,1,"[0.010377760045230389, 0.9896222352981567]",1,True,1
182,rgb/freight_car/00243_333_0_401_110_4_4.jpg,1,"[0.07161348313093185, 0.9283865094184875]",1,True,1
183,rgb/freight_car/01025_144_142_245_204_1_4.jpg,0,"[0.7414506673812866, 0.258549302816391]",1,False,0
184,rgb/freight_car/01083_421_174_479_309_4_4.jpg,1,"[0.2887387275695801, 0.7112613320350647]",1,True,1
185,rgb/freight_car/01089_233_204_343_341_4_4.jpg,1,"[0.036039918661117554, 0.9639600515365601]",1,True,1
186,rgb/freight_car/00987_456_352_564_407_-1_4.jpg,1,"[0.1729033887386322, 0.8270965814590454]",1,False,-1
187,rgb/freight_car/00822_273_25_415_96_1_4.jpg,1,"[0.05496910959482193, 0.9450308680534363]",1,False,0
188,rgb/freight_car/00240_386_115_455_237_4_4.jpg,1,"[0.05052804946899414, 0.9494718909263611]",1,True,1
189,rgb/freight_car/00193_360_289_430_393_0_4.jpg,1,"[0.4492625892162323, 0.5507374405860901]",1,False,-1
190,rgb/freight_car/01305_267_358_455_471_4_4.jpg,1,"[0.039613109081983566, 0.9603869318962097]",1,True,1
191,rgb/freight_car/00877_357_379_389_447_4_4.jpg,1,"[0.05961637571454048, 0.9403835535049438]",1,True,1
192,rgb/freight_car/00320_221_349_305_512_4_4.jpg,1,"[0.03842693567276001, 0.9615731239318848]",1,True,1
193,rgb/freight_car/00906_152_278_205_506_1_4.jpg,1,"[0.4947650134563446, 0.5052350163459778]",1,False,0
194,rgb/freight_car/00191_206_271_306_349_4_4.jpg,1,"[0.32893499732017517, 0.6710650324821472]",1,True,1
195,rgb/freight_car/01315_127_231_459_472_4_4.jpg,1,"[0.46760275959968567, 0.5323972702026367]",1,True,1
196,rgb/freight_car/00825_101_357_164_488_4_4.jpg,0,"[0.9256981611251831, 0.07430192083120346]",1,True,1
197,rgb/freight_car/01231_589_166_640_275_-1_4.jpg,0,"[0.5635412335395813, 0.4364587962627411]",1,False,-1
198,rgb/freight_car/00055_434_341_504_512_4_4.jpg,1,"[0.31939688324928284, 0.6806030869483948]",1,True,1
199,rgb/freight_car/01411_105_175_144_265_4_4.jpg,1,"[0.018488945439457893, 0.9815110564231873]",1,True,1
200,rgb/freight_car/00974_222_108_288_162_3_4.jpg,0,"[0.9845932126045227, 0.015406828373670578]",1,False,-1
201,rgb/freight_car/00043_564_0_636_248_1_4.jpg,0,"[0.8959137797355652, 0.1040862575173378]",1,False,0
202,rgb/freight_car/00241_588_127_640_212_1_4.jpg,1,"[0.041612375527620316, 0.9583876729011536]",1,False,0
203,rgb/freight_car/01298_343_66_373_129_-1_4.jpg,1,"[0.0233578123152256, 0.9766421318054199]",1,False,-1
204,rgb/freight_car/00243_560_273_628_382_4_4.jpg,1,"[0.07116137444972992, 0.9288386106491089]",1,True,1
205,rgb/freight_car/00243_168_206_241_322_4_4.jpg,1,"[0.03558952361345291, 0.9644104242324829]",1,True,1
206,rgb/freight_car/00111_431_48_527_96_4_4.jpg,1,"[0.11180946230888367, 0.8881905674934387]",1,True,1
207,rgb/freight_car/00111_466_399_511_498_1_4.jpg,1,"[0.056259218603372574, 0.9437407851219177]",1,False,0
208,rgb/freight_car/01385_299_0_321_41_4_4.jpg,1,"[0.09774209558963776, 0.9022578597068787]",1,True,1
209,rgb/freight_car/00110_216_252_307_289_4_4.jpg,1,"[0.010202224366366863, 0.9897977113723755]",1,True,1
210,rgb/freight_car/01003_409_154_462_300_4_4.jpg,1,"[0.013233764097094536, 0.9867662191390991]",1,True,1
211,rgb/freight_car/00919_493_338_639_396_1_4.jpg,0,"[0.8510081768035889, 0.14899180829524994]",1,False,0
212,rgb/freight_car/01092_234_294_460_455_4_4.jpg,0,"[0.8234871029853821, 0.17651285231113434]",1,True,1
213,rgb/freight_car/00241_197_271_249_373_4_4.jpg,1,"[0.028611822053790092, 0.9713881611824036]",1,True,1
214,rgb/freight_car/00958_413_164_512_228_3_4.jpg,1,"[0.045641448348760605, 0.9543585181236267]",1,False,-1
215,rgb/freight_car/00241_463_121_573_178_4_4.jpg,1,"[0.09200981259346008, 0.9079901576042175]",1,True,1
216,rgb/freight_car/00877_329_377_359_445_1_4.jpg,1,"[0.28073060512542725, 0.7192694544792175]",1,False,0
217,rgb/freight_car/00975_0_82_81_139_-1_4.jpg,1,"[0.1822596788406372, 0.8177403807640076]",1,False,-1
218,rgb/freight_car/01234_355_351_432_401_3_4.jpg,1,"[0.1033920869231224, 0.8966079354286194]",1,False,-1
219,rgb/freight_car/00243_199_121_265_238_4_4.jpg,1,"[0.012936160899698734, 0.9870637655258179]",1,True,1
220,rgb/freight_car/00987_313_379_415_428_-1_4.jpg,1,"[0.04204709827899933, 0.9579529166221619]",1,False,-1
221,rgb/freight_car/00846_0_228_62_452_1_4.jpg,0,"[0.9831023812294006, 0.016897626221179962]",1,False,0
222,rgb/freight_car/00822_296_67_351_193_4_4.jpg,0,"[0.9716443419456482, 0.02835564687848091]",1,True,1
223,rgb/freight_car/00241_403_326_520_391_4_4.jpg,1,"[0.04719633236527443, 0.9528036117553711]",1,True,1
224,rgb/freight_car/00919_560_170_618_308_4_4.jpg,0,"[0.7366690635681152, 0.2633309066295624]",1,True,1
225,rgb/freight_car/01371_339_159_407_312_3_4.jpg,1,"[0.08532749116420746, 0.9146724939346313]",1,False,-1
226,rgb/freight_car/00054_500_305_568_512_4_4.jpg,1,"[0.2859264612197876, 0.7140735387802124]",1,True,1
227,rgb/freight_car/00240_272_434_363_487_1_4.jpg,0,"[0.7730990052223206, 0.22690097987651825]",1,False,0
228,rgb/freight_car/00877_287_332_314_395_4_4.jpg,1,"[0.012377744540572166, 0.9876223206520081]",1,True,1
229,rgb/freight_car/00807_457_76_529_217_4_4.jpg,0,"[0.9489419460296631, 0.0510580912232399]",1,True,1
230,rgb/freight_car/00868_0_336_113_395_4_4.jpg,1,"[0.027942869812250137, 0.9720571041107178]",1,True,1
